494,ExecutiveDecision(1996),Action,Adventure,Thriller,,,,,
495,IntheRealmoftheSenses(Ainocorrida)(1976),Drama,,,,,,,
496,WhatHappenedWas...(1994),Comedy,Drama,Romance,,,,,
497,MuchAdoAboutNothing(1993),Comedy,Romance,,,,,,
498,Mr.Jones(1993),Drama,Romance,,,,,,
499,Mr.Wonderful(1993),Comedy,Romance,,,,,,
500,Mrs.Doubtfire(1993),Comedy,Drama,,,,,,
501,Naked(1993),Drama,,,,,,,
502,NextKarateKid,The(1994),Action,Children,,,,,,
503,NewAge,The(1994),Drama,,,,,,,
504,NoEscape(1994),Action,Sci-Fi,,,,,,
505,North(1994),Comedy,,,,,,,
506,Orlando(1992),Drama,,,,,,,
507,PerfectWorld,A(1993),Crime,Drama,Thriller,,,,,
508,Philadelphia(1993),Drama,,,,,,,
509,Piano,The(1993),Drama,Romance,,,,,,
510,PoeticJustice(1993),Drama,,,,,,,
511,Program,The(1993),Action,Drama,,,,,,
512,PuppetMasters,The(1994),Horror,Sci-Fi,,,,,,
513,RadiolandMurders(1994),Comedy,Mystery,Romance,,,,,
514,Ref,The(1994),Comedy,,,,,,,
515,RemainsoftheDay,The(1993),Drama,Romance,,,,,,
516,RenaissanceMan(1994),Comedy,Drama,,,,,,
517,RisingSun(1993),Action,Drama,Mystery,,,,,
518,RoadtoWellville,The(1994),Comedy,,,,,,,
519,RoboCop3(1993),Crime,Sci-Fi,Thriller,,,,,
520,RobinHood,,,,,,,,
521,RomeoIsBleeding(1993),Crime,Thriller,,,,,,
522,RomperStomper(1992),Action,Drama,,,,,,
523,RubyinParadise(1993),Drama,,,,,,,
524,Rudy(1993),Drama,,,,,,,
525,SaintofFortWashington,The(1993),Drama,,,,,,,
526,SavageNights(Nuitsfauves,Les)(1992),Drama,,,,,,,
527,Schindler'sList(1993),Drama,War,,,,,,
528,Scout,The(1994),Comedy,,,,,,,
529,SearchingforBobbyFischer(1993),Drama,,,,,,,
530,SecondBest(1994),Drama,,,,,,,
531,SecretGarden,The(1993),Children,Drama,,,,,,
532,SerialMom(1994),Comedy,Crime,Horror,,,,,
533,Shadow,The(1994),Action,Adventure,Fantasy,Mystery,,,,
534,Shadowlands(1993),Drama,Romance,,,,,,
535,ShortCuts(1993),Drama,,,,,,,
536,SimpleTwistofFate,A(1994),Drama,,,,,,,
537,Sirens(1994),Drama,,,,,,,
538,SixDegreesofSeparation(1993),Drama,,,,,,,
539,SleeplessinSeattle(1993),Comedy,Drama,Romance,,,,,
540,Sliver(1993),Thriller,,,,,,,
541,BladeRunner(1982),Adventure,Drama,Film-Noir,Sci-Fi,Thriller,,,
542,SoninLaw(1993),Comedy,,,,,,,
543,SoIMarriedanAxeMurderer(1993),Comedy,Romance,Thriller,,,,,
544,StrikingDistance(1993),Action,Crime,,,,,,
545,Harem(1985),Drama,,,,,,,
546,SuperMarioBros.(1993),Action,Adventure,Children,Comedy,Fantasy,Sci-Fi,,
547,SurvivingtheGame(1994),Action,Adventure,Thriller,,,,,
548,TerminalVelocity(1994),Action,Mystery,Thriller,,,,,
549,Thirty-TwoShortFilmsAboutGlennGould(1993),Drama,Musical,,,,,,
550,Threesome(1994),Comedy,Romance,,,,,,
551,NightmareBeforeChristmas,The(1993),Animation,Children,Fantasy,Musical,,,,
552,ThreeMusketeers,The(1993),Action,Adventure,Comedy,,,,,
553,Tombstone(1993),Action,Drama,Western,,,,,
554,TrialbyJury(1994),Crime,Drama,Thriller,,,,,
555,TrueRomance(1993),Action,Crime,Romance,,,,,
556,WarRoom,The(1993),Documentary,,,,,,,
558,Pagemaster,The(1994),Action,Adventure,Animation,Children,Fantasy,,,
559,Paris,France(1993),Comedy,,,,,,,
560,BeansofEgypt,Maine,The(1994),Drama,,,,,,,
561,Killer(a.k.a.BulletproofHeart)(1994),Drama,Thriller,,,,,,
562,WelcometotheDollhouse(1995),Comedy,Drama,,,,,,
563,Germinal(1993),Drama,,,,,,,
564,Chasers(1994),Comedy,,,,,,,
565,Cronos(1993),Action,Drama,Horror,,,,,
566,NakedinNewYork(1994),Comedy,Romance,,,,,,
567,Kika(1993),Comedy,Drama,,,,,,
568,BhajiontheBeach(1993),Comedy,Drama,,,,,,
569,LittleBigLeague(1994),Comedy,Drama,,,,,,
570,Slingshot,The(Kådisbellan)(1993),Comedy,Drama,,,,,,
571,WeddingGift,The(1994),Drama,Romance,,,,,,
572,ForeignStudent(1994),Drama,,,,,,,
573,Ciao,Professore!(Iosperiamochemelacavo)(1992),Drama,,,,,,,
574,SpankingtheMonkey(1994),Comedy,Drama,,,,,,
575,LittleRascals,The(1994),Children,Comedy,,,,,,
576,Fausto(1993),Comedy,,,,,,,
577,Andre(1994),Adventure,Children,,,,,,
579,Escort,The(Scorta,La)(1993),Crime,Thriller,,,,,,
580,PrincessCaraboo(1994),Drama,,,,,,,
581,CelluloidCloset,The(1995),Documentary,,,,,,,
582,Métisse(CaféauLait)(1993),Comedy,Drama,,,,,,
583,DearDiary(CaroDiario)(1994),Comedy,Drama,,,,,,
584,IDon'tWanttoTalkAboutIt(Deesonosehabla)(1993),Drama,Romance,,,,,,
585,BradyBunchMovie,The(1995),Comedy,,,,,,,
586,HomeAlone(1990),Children,Comedy,,,,,,
587,Ghost(1990),Comedy,Drama,Fantasy,Romance,Thriller,,,
588,Aladdin(1992),Adventure,Animation,Children,Comedy,Musical,,,
589,Terminator2,,,,,,,,
590,DanceswithWolves(1990),Adventure,Drama,Western,,,,,
591,ToughandDeadly(1995),Action,Drama,Thriller,,,,,
592,Batman(1989),Action,Crime,Sci-Fi,Thriller,,,,
593,SilenceoftheLambs,The(1991),Crime,Horror,Thriller,,,,,
594,SnowWhiteandtheSevenDwarfs(1937),Animation,Children,Drama,Fantasy,Musical,,,
595,BeautyandtheBeast(1991),Animation,Children,Fantasy,Musical,Romance,,,
596,Pinocchio(1940),Animation,Children,Fantasy,Musical,,,,
597,PrettyWoman(1990),Comedy,Romance,,,,,,
598,WindowtoParis(OknovParizh)(1994),Comedy,Fantasy,,,,,,
599,WildBunch,The(1969),Adventure,Western,,,,,,
600,Loveanda.45(1994),Thriller,,,,,,,
601,WoodenMan'sBride,The(Yanshen)(1994),Drama,,,,,,,
602,GreatDayinHarlem,A(1994),Documentary,,,,,,,
603,ByeBye,Love(1995),Comedy,,,,,,,
604,Criminals(1996),Documentary,,,,,,,
605,OneFineDay(1996),Drama,Romance,,,,,,
606,Candyman,,,,,,,,
607,Century(1993),Drama,,,,,,,
608,Fargo(1996),Comedy,Crime,Drama,Thriller,,,,
609,HomewardBoundII,,,,,,,,
610,HeavyMetal(1981),Action,Adventure,Animation,Horror,Sci-Fi,,,
611,Hellraiser,,,,,,,,
612,Pallbearer,The(1996),Comedy,,,,,,,
613,JaneEyre(1996),Drama,Romance,,,,,,
614,Loaded(1994),Drama,Thriller,,,,,,
615,BreadandChocolate(Paneecioccolata)(1973),Comedy,Drama,,,,,,
616,Aristocats,The(1970),Animation,Children,,,,,,
617,FlowerofMySecret,The(LaFlordeMiSecreto)(1995),Comedy,Drama,,,,,,
618,TwoMuch(1995),Comedy,Romance,,,,,,
619,Ed(1996),Comedy,,,,,,,
620,ScreamofStone(CerroTorre,,,,,,,,
621,MyFavoriteSeason(1993),Drama,,,,,,,
623,ModernAffair,A(1995),Romance,,,,,,,
624,ConditionRed(1995),Action,Drama,Thriller,,,,,
625,AsfourStah(1990),Drama,,,,,,,
626,ThinLineBetweenLoveandHate,A(1996),Comedy,,,,,,,
627,LastSupper,The(1995),Drama,Thriller,,,,,,
628,PrimalFear(1996),Crime,Drama,Thriller,,,,,
629,Rude(1995),Drama,,,,,,,
630,CarriedAway(1996),Drama,Romance,,,,,,
631,AllDogsGotoHeaven2(1996),Animation,Children,Musical,,,,,
632,LandandFreedom(Tierraylibertad)(1995),Drama,War,,,,,,
633,DeniseCallsUp(1995),Comedy,,,,,,,
634,TheodoreRex(1995),Comedy,,,,,,,
635,FamilyThing,A(1996),Comedy,Drama,,,,,,
636,Frisk(1995),Drama,,,,,,,
637,Sgt.Bilko(1996),Comedy,,,,,,,
638,JackandSarah(1995),Romance,,,,,,,
639,Girl6(1996),Comedy,Drama,,,,,,
640,Diabolique(1996),Drama,Thriller,,,,,,
641,LittleIndian,BigCity(Unindiendanslaville)(1994),Adventure,Children,Comedy,,,,,
642,Roula(1995),Drama,,,,,,,
643,Peanuts-DieBankzahltalles(1996),Comedy,,,,,,,
644,HappyWeekend(1996),Comedy,,,,,,,
645,Nelly&MonsieurArnaud(1995),Drama,,,,,,,
647,CourageUnderFire(1996),Drama,War,,,,,,
648,Mission,,,,,,,,
649,ColdFever(Áköldumklaka)(1995),Comedy,Drama,,,,,,
650,MollFlanders(1996),Drama,,,,,,,
651,Superweib,Das(1996),Comedy,,,,,,,
652,301,302(a.k.a.301/302)(1995),Horror,Mystery,Thriller,,,,,
653,Dragonheart(1996),Action,Adventure,Fantasy,,,,,
654,Undkeinerweintmirnach(1996),Drama,Romance,,,,,,
655,MyMother'sCourage(MuttersCourage)(1995),Comedy,,,,,,,
656,Eddie(1996),Comedy,,,,,,,
657,YankeeZulu(1994),Comedy,Drama,,,,,,
658,Billy'sHoliday(1995),Drama,Musical,,,,,,
659,PurpleNoon(Pleinsoleil)(1960),Crime,Drama,Thriller,,,,,
660,August(1996),Drama,,,,,,,
661,JamesandtheGiantPeach(1996),Animation,Children,Fantasy,Musical,,,,
662,Fear(1996),Thriller,,,,,,,
663,KidsintheHall,,,,,,,,
664,Faithful(1996),Comedy,,,,,,,
665,Underground(1995),Comedy,Drama,War,,,,,
666,AllThingsFair(Lustochfägringstor)(1995),Drama,Romance,War,,,,,
667,Bloodsport2(a.k.a.BloodsportII,,,,,,,,
668,PatherPanchali(1955),Drama,,,,,,,
670,WorldofApu,The(ApurSansar)(1959),Drama,,,,,,,
671,MysteryScienceTheater3000,,,,,,,,
672,Tarantella(1995),Drama,,,,,,,
673,SpaceJam(1996),Adventure,Animation,Children,Comedy,Fantasy,Sci-Fi,,
674,Barbarella(1968),Adventure,Sci-Fi,,,,,,
675,HostileIntentions(1994),Action,Drama,Thriller,,,,,
676,TheyBite(1996),Drama,,,,,,,
678,SomeFolksCallItaSlingBlade(1993),Drama,Thriller,,,,,,
679,RunoftheCountry,The(1995),Drama,,,,,,,
680,Alphaville(Alphaville,uneétrangeaventuredeLemmyCaution)(1965),Drama,Mystery,Romance,Sci-Fi,Thriller,,,
681,CleanSlate(CoupdeTorchon)(1981),Crime,,,,,,,
682,Tigrero,,,,,,,,
683,EyeofVichy,The(L'OeildeVichy)(1993),Documentary,,,,,,,
684,Windows(1980),Drama,,,,,,,
685,It'sMyParty(1996),Drama,,,,,,,
687,CountryLife(1994),Drama,Romance,,,,,,
688,OperationDumboDrop(1995),Action,Adventure,Comedy,War,,,,
690,Promise,The(DasVersprechen)(1995),Drama,Romance,,,,,,
691,Mrs.Winterbourne(1996),Comedy,Romance,,,,,,
692,Solo(1996),Action,Sci-Fi,Thriller,,,,,
693,UndertheDomimTree(EtzHadomimTafus)(1994),Drama,,,,,,,
694,Substitute,The(1996),Action,Crime,Drama,,,,,
695,TrueCrime(1996),Mystery,Thriller,,,,,,
696,ButterflyKiss(1995),Drama,Thriller,,,,,,
697,FeelingMinnesota(1996),Drama,Romance,,,,,,
698,DeltaofVenus(1995),Drama,,,,,,,
699,ToCrosstheRubicon(1991),Drama,,,,,,,
700,Angus(1995),Comedy,,,,,,,
701,Daens(1992),Drama,,,,,,,
702,Faces(1968),Drama,,,,,,,
703,Boys(1996),Drama,,,,,,,
704,Quest,The(1996),Action,Adventure,,,,,,
705,Cosi(1996),Comedy,,,,,,,
706,SunsetPark(1996),Drama,,,,,,,
707,MulhollandFalls(1996),Crime,Drama,Thriller,,,,,
708,TruthAboutCats&Dogs,The(1996),Comedy,Romance,,,,,,
709,Oliver&Company(1988),Adventure,Animation,Children,Comedy,Musical,,,
710,CelticPride(1996),Comedy,,,,,,,
711,Flipper(1996),Adventure,Children,,,,,,
712,Captives(1994),Crime,Drama,Romance,Thriller,,,,
713,OfLoveandShadows(1994),Drama,,,,,,,
714,DeadMan(1995),Drama,Mystery,Western,,,,,
715,HorsemanontheRoof,The(Hussardsurletoit,Le)(1995),Drama,Romance,,,,,,
716,SwitchbladeSisters(1975),Crime,,,,,,,
717,MouthtoMouth(Bocaaboca)(1995),Comedy,,,,,,,
718,Visitors,The(LesVisiteurs)(1993),Comedy,Fantasy,,,,,,
719,Multiplicity(1996),Comedy,,,,,,,
720,Wallace&Gromit,,,,,,,,
721,Halfmoon(PaulBowles-Halbmond)(1995),Drama,,,,,,,
722,HauntedWorldofEdwardD.WoodJr.,The(1996),Documentary,,,,,,,
723,TwoFriends(1986),Drama,,,,,,,
724,Craft,The(1996),Comedy,Drama,Fantasy,Horror,Thriller,,,
725,GreatWhiteHype,The(1996),Comedy,,,,,,,
726,LastDance(1996),Drama,,,,,,,
727,WarStories(1995),Documentary,,,,,,,
728,ColdComfortFarm(1995),Comedy,,,,,,,
729,InstituteBenjamenta,orThisDreamPeopleCallHumanLife(1995),Drama,,,,,,,
730,LowLife(1994),Drama,,,,,,,
731,Heaven'sPrisoners(1996),Crime,Thriller,,,,,,
732,OriginalGangstas(1996),Crime,,,,,,,
733,Rock,The(1996),Action,Adventure,Thriller,,,,,
734,GettingAwayWithMurder(1996),Comedy,,,,,,,
735,CemeteryMan(DellamorteDellamore)(1994),Comedy,Horror,,,,,,
736,Twister(1996),Action,Adventure,Romance,Thriller,,,,
737,BarbWire(1996),Action,Sci-Fi,,,,,,
738,Garçu,Le(1995),Drama,,,,,,,
739,HoneyMoon(Honigmond)(1996),Comedy,,,,,,,
741,GhostintheShell(Kôkakukidôtai)(1995),Animation,Sci-Fi,,,,,,
742,Thinner(1996),Horror,Thriller,,,,,,
743,SpyHard(1996),Comedy,,,,,,,
744,BrothersinTrouble(1995),Drama,,,,,,,
745,Wallace&Gromit,,,,,,,,
746,ForceofEvil(1948),Film-Noir,,,,,,,
747,Stupids,The(1996),Comedy,,,,,,,
748,Arrival,The(1996),Action,Sci-Fi,Thriller,,,,,
749,ManfromDownUnder,The(1943),Drama,,,,,,,
750,Dr.Strangeloveor,,,,,,,,
751,Careful(1992),Comedy,Horror,,,,,,
752,VermontIsForLovers(1992),Comedy,Documentary,Romance,,,,,
753,MonthbytheLake,A(1995),Comedy,Drama,,,,,,
754,GoldDiggers,,,,,,,,
755,Kim(1950),Children,Drama,,,,,,
756,CarmenMiranda,,,,,,,,
757,AshesofTime(Dungchesaiduk)(1994),Drama,,,,,,,
758,Jar,The(Khomreh)(1992),Drama,,,,,,,
759,MayaLin,,,,,,,,
760,Stalingrad(1993),Drama,War,,,,,,
761,Phantom,The(1996),Action,Adventure,,,,,,
762,Striptease(1996),Comedy,Crime,,,,,,
763,LastoftheHighKings,The(a.k.a.SummerFling)(1996),Comedy,Drama,,,,,,
764,Heavy(1995),Drama,Romance,,,,,,
765,Jack(1996),Comedy,Drama,,,,,,
766,IShotAndyWarhol(1996),Drama,,,,,,,
767,GrassHarp,The(1995),Comedy,Drama,,,,,,
768,SomeoneElse'sAmerica(1995),Drama,,,,,,,
769,MarleneDietrich,,,,,,,,
770,CostaBrava(1946),Drama,,,,,,,
771,LifeIsRosy(a.k.a.LifeIsBeautiful)(LaVieestbelle)(1987),Comedy,Drama,,,,,,
772,QuartierMozart(1992),Comedy,,,,,,,
773,ToukiBouki(1973),Drama,,,,,,,
774,WendKuuni(a.k.a.God'sGift)(1982),Drama,,,,,,,
775,SpiritsoftheDead(Histoiresextraordinaires)(1968),Horror,Mystery,,,,,,
776,Babyfever(1994),Comedy,Drama,,,,,,
777,Pharaoh'sArmy(1995),War,,,,,,,
778,Trainspotting(1996),Comedy,Crime,Drama,,,,,
779,'TilThereWasYou(1997),Drama,Romance,,,,,,
780,IndependenceDay(a.k.a.ID4)(1996),Action,Adventure,Sci-Fi,War,,,,
781,StealingBeauty(1996),Drama,,,,,,,
782,Fan,The(1996),Drama,Thriller,,,,,,
783,HunchbackofNotreDame,The(1996),Animation,Children,Musical,,,,,
784,CableGuy,The(1996),Comedy,Thriller,,,,,,
785,Kingpin(1996),Comedy,,,,,,,
786,Eraser(1996),Action,Drama,Thriller,,,,,
787,GateofHeavenlyPeace,The(1995),Documentary,,,,,,,
788,NuttyProfessor,The(1996),Comedy,Fantasy,Romance,Sci-Fi,,,,
789,I,theWorstofAll(Yo,lapeordetodas)(1990),Drama,,,,,,,
790,UnforgettableSummer,An(Unétéinoubliable)(1994),Drama,,,,,,,
791,LastKlezmer,,,,,,,,
792,HungarianFairyTale,A(Holvolt,holnemvolt)(1987),Fantasy,,,,,,,
793,MyLifeandTimesWithAntoninArtaud(Encompagnied'AntoninArtaud)(1993),Drama,,,,,,,
794,MidnightDancers(Sibak)(1994),Comedy,Drama,,,,,,
795,SomebodytoLove(1994),Drama,,,,,,,
796,VeryNaturalThing,A(1974),Drama,,,,,,,
797,OldLadyWhoWalkedintheSea,The(Vieillequimarchaitdanslamer,La)(1991),Comedy,,,,,,,
798,Daylight(1996),Action,Adventure,Drama,Thriller,,,,
799,Frighteners,The(1996),Comedy,Horror,Thriller,,,,,
800,LoneStar(1996),Drama,,,,,,,
801,HarriettheSpy(1996),Children,Comedy,,,,,,
802,Phenomenon(1996),Drama,Romance,,,,,,
803,WalkingandTalking(1996),Comedy,Drama,Romance,,,,,
804,She'stheOne(1996),Comedy,Romance,,,,,,
805,TimetoKill,A(1996),Drama,Thriller,,,,,,
806,AmericanBuffalo(1996),Crime,Drama,,,,,,
807,RendezvousinParis(Rendez-vousdeParis,Les)(1995),Comedy,Romance,,,,,,
808,Alaska(1996),Adventure,Children,,,,,,
809,Fled(1996),Action,Adventure,,,,,,
810,Kazaam(1996),Children,Comedy,Fantasy,,,,,
812,MagicHunter(Büvösvadász)(1994),Drama,,,,,,,
813,LargerThanLife(1996),Comedy,,,,,,,
814,BoyCalledHate,A(1995),Drama,,,,,,,
815,Power98(1996),Action,Mystery,Thriller,,,,,
816,TwoDeaths(1995),Drama,,,,,,,
818,VeryBradySequel,A(1996),Comedy,,,,,,,
819,StefanoQuantestorie(1993),Comedy,Drama,,,,,,
820,DeathintheGarden(LaMortencejardin)(1956),Drama,,,,,,,
821,CrudeOasis,The(1995),Romance,,,,,,,
822,HeddWyn(1992),Drama,,,,,,,
823,Collectionneuse,La(1967),Drama,,,,,,,
824,KasparHauser(1993),Drama,,,,,,,
825,RegularGuys(EchteKerle)(1996),Comedy,Romance,,,,,,
826,WomenRobbers(Diebinnen)(1995),Drama,,,,,,,
827,Convent,The(OConvento)(1995),Drama,,,,,,,
828,AdventuresofPinocchio,The(1996),Adventure,Children,,,,,,
829,Joe'sApartment(1996),Comedy,Fantasy,Musical,,,,,
830,FirstWivesClub,The(1996),Comedy,,,,,,,
831,Stonewall(1995),Drama,,,,,,,
832,Ransom(1996),Action,Crime,Drama,Thriller,,,,
833,HighSchoolHigh(1996),Comedy,,,,,,,
834,PhatBeach(1996),Comedy,,,,,,,
835,Foxfire(1996),Drama,,,,,,,
836,ChainReaction(1996),Action,Adventure,Thriller,,,,,
837,Matilda(1996),Children,Comedy,Fantasy,,,,,
838,Emma(1996),Comedy,Drama,Romance,,,,,
839,Crow,,,,,,,,
840,HouseArrest(1996),Children,Comedy,,,,,,
841,EyesWithoutaFace(LesYeuxsansvisage)(1959),Horror,,,,,,,
842,BordelloofBlood(1996),Comedy,Horror,,,,,,
843,LottoLand(1995),Drama,,,,,,,
844,StoryofXinghua,The(Xinghuasanyuetian)(1994),Drama,,,,,,,
845,DaytheSunTurnedCold,The(Tianguoniezi)(1994),Drama,,,,,,,
846,Flirt(1995),Drama,,,,,,,
847,BigSqueeze,The(1996),Comedy,Drama,,,,,,
848,SpitfireGrill,The(1996),Drama,,,,,,,
849,EscapefromL.A.(1996),Action,Adventure,Sci-Fi,Thriller,,,,
850,Cyclo(Xichlo)(1995),Crime,Drama,,,,,,
851,Basquiat(1996),Drama,,,,,,,
852,TinCup(1996),Comedy,Drama,Romance,,,,,
853,Dingo(1991),Drama,,,,,,,
854,BalladofNarayama(NarayamaBushiko)(1958),Drama,,,,,,,
855,EveryOtherWeekend(Unweek-endsurdeux)(1990),Drama,,,,,,,
856,Millebolleblu(1993),Comedy,,,,,,,
857,CrowsandSparrows(Wuyayumaque)(1949),Drama,,,,,,,
858,Godfather,The(1972),Crime,Drama,,,,,,
859,HippieRevolution,The(1996),Documentary,,,,,,,
860,Maybe,MaybeNot(DerBewegteMann)(1994),Comedy,,,,,,,
861,Supercop(PoliceStory3,Chaojijingcha)(1992),,,,,,,
862,Manny&Lo(1996),Drama,,,,,,,
864,Wife,The(1995),Comedy,Drama,,,,,,
865,SmallFaces(1996),Drama,,,,,,,
866,Bound(1996),Crime,Drama,Romance,Thriller,,,,
867,Carpool(1996),Comedy,Crime,,,,,,
868,DeathinBrunswick(1991),Comedy,,,,,,,
869,KansasCity(1996),Crime,,,,,,,
870,GoneFishin'(1997),Comedy,,,,,,,
871,Lover'sKnot(1996),Comedy,,,,,,,
872,ViveL'Amour(Aiqingwansui)(1994),Drama,,,,,,,
873,ShadowofAngels(SchattenderEngel)(1976),Drama,,,,,,,
874,Killer,,,,,,,,
875,NothingtoLose(1994),Drama,,,,,,,
876,Supercop2(ProjectS)(Chaojijihua)(1993),Action,Comedy,Crime,Thriller,,,,
877,GirlsTown(1996),Drama,,,,,,,
878,Bye-Bye(1995),Drama,,,,,,,
879,Relic,The(1997),Horror,Thriller,,,,,,
880,IslandofDr.Moreau,The(1996),Sci-Fi,Thriller,,,,,,
881,FirstKid(1996),Children,Comedy,,,,,,
882,TriggerEffect,The(1996),Drama,Thriller,,,,,,
884,SweetNothing(1996),Drama,,,,,,,
885,Bogus(1996),Children,Drama,Fantasy,,,,,
886,Bulletproof(1996),Action,,,,,,,
887,TalkofAngels(1998),Drama,,,,,,,
888,LandBeforeTimeIII,,,,,,,,
889,1-900(06)(1994),Drama,Romance,,,,,,
890,BatonRouge(Bâtonrouge)(1988),Thriller,,,,,,,
891,Halloween,,,,,,,,
892,TwelfthNight(1996),Comedy,Drama,Romance,,,,,
893,MotherNight(1996),Drama,,,,,,,
894,Liebelei(1933),Romance,,,,,,,
895,Venice/Venice(1992),Drama,,,,,,,
896,WildReeds(LesRoseauxsauvages)(1994),Drama,,,,,,,
897,ForWhomtheBellTolls(1943),Adventure,Drama,Romance,War,,,,
898,PhiladelphiaStory,The(1940),Comedy,Romance,,,,,,
899,Singin'intheRain(1952),Comedy,Musical,Romance,,,,,
900,AmericaninParis,An(1951),Musical,Romance,,,,,,
901,FunnyFace(1957),Comedy,Musical,,,,,,
902,BreakfastatTiffany's(1961),Drama,Romance,,,,,,
903,Vertigo(1958),Drama,Mystery,Romance,Thriller,,,,
904,RearWindow(1954),Mystery,Thriller,,,,,,
905,ItHappenedOneNight(1934),Comedy,Romance,,,,,,
906,Gaslight(1944),Drama,Thriller,,,,,,
907,GayDivorcee,The(1934),Comedy,Musical,Romance,,,,,
908,NorthbyNorthwest(1959),Adventure,Mystery,Thriller,,,,,
909,Apartment,The(1960),Comedy,Drama,Romance,,,,,
910,SomeLikeItHot(1959),Comedy,Crime,,,,,,
911,Charade(1963),Comedy,Crime,Mystery,Romance,Thriller,,,
912,Casablanca(1942),Drama,Romance,,,,,,
913,MalteseFalcon,The(1941),Film-Noir,Mystery,,,,,,
914,MyFairLady(1964),Comedy,Drama,Musical,Romance,,,,
915,Sabrina(1954),Comedy,Romance,,,,,,
916,RomanHoliday(1953),Comedy,Romance,,,,,,
917,LittlePrincess,The(1939),Children,Drama,,,,,,
918,MeetMeinSt.Louis(1944),Musical,,,,,,,
919,WizardofOz,The(1939),Adventure,Children,Fantasy,Musical,,,,
920,GonewiththeWind(1939),Drama,Romance,War,,,,,
921,MyFavoriteYear(1982),Comedy,,,,,,,
922,SunsetBlvd.(a.k.a.SunsetBoulevard)(1950),Drama,Film-Noir,Romance,,,,,
923,CitizenKane(1941),Drama,Mystery,,,,,,
924,2001,,,,,,,,
925,GoldenEarrings(1947),Adventure,Romance,,,,,,
926,AllAboutEve(1950),Drama,,,,,,,
927,Women,The(1939),Comedy,,,,,,,
928,Rebecca(1940),Drama,Mystery,Romance,Thriller,,,,
929,ForeignCorrespondent(1940),Drama,Film-Noir,Mystery,Thriller,,,,
930,Notorious(1946),Film-Noir,Romance,Thriller,,,,,
931,Spellbound(1945),Mystery,Romance,Thriller,,,,,
932,AffairtoRemember,An(1957),Romance,,,,,,,
933,ToCatchaThief(1955),Crime,Mystery,Romance,Thriller,,,,
934,FatheroftheBride(1950),Comedy,,,,,,,
935,BandWagon,The(1953),Comedy,Musical,,,,,,
936,Ninotchka(1939),Comedy,Romance,,,,,,
937,LoveintheAfternoon(1957),Comedy,Romance,,,,,,
938,Gigi(1958),Musical,,,,,,,
939,ReluctantDebutante,The(1958),Comedy,Drama,,,,,,
940,AdventuresofRobinHood,The(1938),Action,Adventure,Romance,,,,,
941,MarkofZorro,The(1940),Adventure,,,,,,,
942,Laura(1944),Crime,Film-Noir,Mystery,,,,,
943,GhostandMrs.Muir,The(1947),Drama,Fantasy,Romance,,,,,
944,LostHorizon(1937),Drama,,,,,,,
945,TopHat(1935),Comedy,Musical,Romance,,,,,
946,ToBeorNottoBe(1942),Comedy,Drama,War,,,,,
947,MyManGodfrey(1936),Comedy,,,,,,,
948,Giant(1956),Drama,,,,,,,
949,EastofEden(1955),Drama,,,,,,,
950,ThinMan,The(1934),Comedy,Mystery,,,,,,
951,HisGirlFriday(1940),Comedy,Romance,,,,,,
952,AroundtheWorldin80Days(1956),Adventure,Comedy,,,,,,
953,It'saWonderfulLife(1946),Drama,Fantasy,Romance,,,,,
954,Mr.SmithGoestoWashington(1939),Drama,,,,,,,
955,BringingUpBaby(1938),Comedy,,,,,,,
956,PennySerenade(1941),Drama,Romance,,,,,,
957,ScarletLetter,The(1926),Drama,,,,,,,
958,LadyofBurlesque(1943),Comedy,Mystery,,,,,,
959,OfHumanBondage(1934),Drama,,,,,,,
960,AngelonMyShoulder(1946),Crime,Drama,,,,,,
961,LittleLordFauntleroy(1936),Drama,,,,,,,
962,TheyMadeMeaCriminal(1939),Crime,Drama,,,,,,
963,InspectorGeneral,The(1949),Musical,,,,,,,
964,AngelandtheBadman(1947),Romance,Western,,,,,,
965,39Steps,The(1935),Drama,Mystery,Thriller,,,,,
966,WalkintheSun,A(1945),War,,,,,,,
967,Outlaw,The(1943),Western,,,,,,,
968,NightoftheLivingDead(1968),Horror,Sci-Fi,Thriller,,,,,
969,AfricanQueen,The(1951),Adventure,Comedy,Romance,War,,,,
970,BeattheDevil(1953),Adventure,Comedy,Crime,Drama,Romance,,,
971,CatonaHotTinRoof(1958),Drama,,,,,,,
972,LastTimeISawParis,The(1954),Drama,,,,,,,
973,MeetJohnDoe(1941),Comedy,Drama,,,,,,
974,Algiers(1938),Drama,Romance,,,,,,
975,SomethingtoSingAbout(1937),Comedy,Musical,,,,,,
976,FarewelltoArms,A(1932),Romance,War,,,,,,
977,MoonlightMurder(1936),Mystery,,,,,,,
979,NothingPersonal(1995),Drama,War,,,,,,
980,Yes,Madam(a.k.a.PoliceAssassins)(a.k.a.IntheLineofDuty2)(Huanggushijie)(1985),Action,,,,,,,
981,DangerousGround(1997),Drama,,,,,,,
982,Picnic(1955),Drama,,,,,,,
983,MadagascarSkin(1995),Romance,,,,,,,
984,PompatusofLove,The(1996),Comedy,Drama,,,,,,
985,SmallWonders(1995),Documentary,,,,,,,
986,FlyAwayHome(1996),Adventure,Children,,,,,,
987,Bliss(1997),Drama,Romance,,,,,,
988,GraceofMyHeart(1996),Comedy,Drama,,,,,,
